name,stateFull,stateAbbr,schoolId,agencyName,agencyId,county,address,city,zip,mailAddress,mailCity,mailZip,phone,type,charter,magnet,lat,lng,stateSchoolId,lowGrade,highGrade,level,enrollment,freeLunch,redLunch,totalFreeLunch,nativeAmerican,asian,hispanic,black,white,pacificIsland,multiRacial,ratio
KAISER ELEMENTARY SCHOOL,Colorado,CO ,80336000369,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,803360,DENVER COUNTY,4500 SOUTH QUITMAN ST,DENVER,80236,4500 SOUTH QUITMAN STREET,DENVER,80236,7204246210,1-Regular school,2-No,2-No,39.634171,-105.042234,4498,Prekindergarten,5th Grade,1-Primary,323,216,29,245,2,14,210,4,90,1,2,16.01
KAISER ELEMENTARY SCHOOL,Colorado,CO ,80336000369,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,803360,DENVER COUNTY,4500 SOUTH QUITMAN ST,DENVER,80236,4500 SOUTH QUITMAN STREET,DENVER,80236,7204246210,1-Regular school,2-No,2-No,39.634171,-105.042234,4498,Prekindergarten,5th Grade,1-Primary,323,216,29,245,2,14,210,4,90,1,2,16.01
KARVAL ELEMENTARY SCHOOL,Colorado,CO ,80489000814,KARVAL SCHOOL DISTRICT NO. RE 23,804890,LINCOLN COUNTY,16232 COUNTY RD 29,KARVAL,80823,P O BOX 5,KARVAL,80823,7194465311,1-Regular school,2-No,2-No,38.73824,-103.53485,4502,Prekindergarten,5th Grade,1-Primary,16,3,0,3,0,0,0,0,16,0,0,4.98
KATE DOWDALL ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,KEARSLEY COMMUNITY SCHOOLS,2620070,GENESEE COUNTY,3333 SHILLELAGH DR G,FLINT,48506,G-3333 SHILLELAGH DR,FLINT,48506,8105913064,1-Regular school,2-No,2-No,43.056665,-83.601166,949,2nd Grade,5th Grade,1-Primary,268,118,14,132,1,1,15,9,242,0,0,19.46
KATHRYN SENOR ELEMENTARY SCHOOL,Colorado,CO ,80624001598,GARFIELD SCHOOL DISTRICT NO. RE-2,806240,GARFIELD COUNTY,101 ALDER AVE,NEW CASTLE,81647,101 ALDER AVENUE,NEW CASTLE,81647,9706257700,1-Regular school,2-No,2-No,39.58156,-107.5305,4510,Prekindergarten,4th Grade,1-Primary,330,114,23,137,0,5,126,0,195,0,4,15.27
KEEWAHDIN ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,PORT HURON AREA SCHOOL DISTRICT,2628830,ST. CLAIR COUNTY,4801 LAKESHORE RD,FORT GRATIOT,48059,4801 LAKESHORE RD,FORT GRATIOT,48059,8109846517,1-Regular school,2-No,2-No,43.049412,-82.452093,1999,Kindergarten,5th Grade,1-Primary,424,114,12,126,0,8,21,4,380,0,11,15.61
KEICHER ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,MICHIGAN CENTER SCHOOL DISTRICT,2623790,JACKSON COUNTY,137 BROAD ST,MICHIGAN CENTER,49254,400 SOUTH STATE ST,MICHIGAN CENTER,49254,5177645200,1-Regular school,2-No,2-No,42.230113,-84.326092,3138,3rd Grade,6th Grade,1-Primary,402,204,29,233,1,0,9,14,373,0,5,15.76
KEITH ELEMENTARY SCHOOL,Michigan,MI ,2.64E+11,WALLED LAKE CONSOLIDATED SCHOOLS,2635160,OAKLAND COUNTY,2800 KEITH RD,WEST BLOOMFIELD,48324,2800 KEITH RD,WEST BLOOMFIELD,48324,2489563700,1-Regular school,2-No,2-No,42.595177,-83.432208,2001,Kindergarten,5th Grade,1-Primary,577,54,14,68,0,13,11,13,536,0,4,19.56
KELLER ELEMENTARY,Michigan,MI ,2.63E+11,SCHOOL DISTRICT OF THE CITY OF ROYAL OAK,2630300,OAKLAND COUNTY,1505 NORTH CAMPBELL RD,ROYAL OAK,48067,1505 NORTH CAMPBELL RD,ROYAL OAK,48067,2485426500,1-Regular school,2-No,2-No,42.502309,-83.124921,9742,Kindergarten,5th Grade,1-Primary,321,64,15,79,0,13,6,22,268,0,12,16.72
KELLER ELEMENTARY SCHOOL,Colorado,CO ,80306000247,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,803060,EL PASO COUNTY,3730 MONTBELLO DR,COLORADO SPRINGS,80918,3730 MONTBELLO DRIVE,COLORADO SPRINGS,80918,7193285900,1-Regular school,2-No,2-No,38.905836,-104.759163,4530,Prekindergarten,5th Grade,1-Primary,532,238,59,297,4,7,162,13,301,3,42,17.44
KELLOGG ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,GULL LAKE COMMUNITY SCHOOLS,2617250,KALAMAZOO COUNTY,9594 NORTH 40TH ST,HICKORY CORNERS,49060,9594 NORTH 40TH ST,HICKORY CORNERS,49060,2694885070,1-Regular school,2-No,2-No,42.401124,-85.377488,2003,Kindergarten,2nd Grade,1-Primary,223,40,10,50,0,2,4,0,210,0,7,16.42
KELLOGGSVILLE EARLY CHILDHOOD CENTER,Michigan,MI ,2.62E+11,KELLOGGSVILLE PUBLIC SCHOOLS,2620160,KENT COUNTY,977 44TH ST SW,WYOMING,49509,977 44TH ST SW,GRAND RAPIDS,49509,6165321585,1-Regular school,2-No,2-No,42.884422,-85.690434,9514,Prekindergarten,Prekindergarten,1-Primary,0,0,0,0,null,null,null,null,null,null,null,0
KEMP ELEMENTARY SCHOOL,Colorado,CO ,80195000016,SCHOOL DISTRICT N. 14 IN THE COUNTY OF ADAMS & STATE OF COLO,801950,ADAMS COUNTY,6775 ONEIDA ST,COMMERCE CITY,80022,6775 ONEIDA STREET,COMMERCE CITY,80022,3032886633,1-Regular school,2-No,2-No,39.819948,-104.90818,4536,Prekindergarten,5th Grade,1-Primary,483,411,26,437,3,0,405,5,66,0,4,20.41
KEMPER ELEMENTARY SCHOOL,Colorado,CO ,80309000835,MONTEZUMA-CORTEZ SCHOOL DISTRICT NO. RE-1,803090,MONTEZUMA COUNTY,620 EAST MONTEZUMA,CORTEZ,81321,620 EAST MONTEZUMA,CORTEZ,81321,9705653737,1-Regular school,2-No,2-No,37.351012,-108.578866,4546,Kindergarten,5th Grade,1-Primary,404,213,46,259,96,2,60,1,235,0,10,17.63
KEMPTON ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,SAGINAW CITY SCHOOL DISTRICT,2630390,SAGINAW COUNTY,3040 DAVENPORT AVE,SAGINAW,48602,3040 DAVENPORT AVE,SAGINAW,48602,9893994600,1-Regular school,2-No,1-Yes,43.437978,-83.981529,2010,Kindergarten,5th Grade,1-Primary,356,222,19,241,0,2,80,161,111,2,0,19.78
KEN-O-SHA PARK SCHOOL,Michigan,MI ,2.62E+11,GRAND RAPIDS PUBLIC SCHOOLS,2616440,KENT COUNTY,1353 VAN AUKEN ST SE,GRAND RAPIDS,49508,1353 VAN AUKEN ST SE,GRAND RAPIDS,49508,6168192696,1-Regular school,2-No,2-No,42.903075,-85.63268,2011,Kindergarten,5th Grade,1-Primary,176,152,7,159,6,4,28,105,23,0,10,12.75
KENBROOK ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,FARMINGTON PUBLIC SCHOOL DISTRICT,2614070,OAKLAND COUNTY,32130 BONNET HILL RD,FARMINGTON HILLS,48334,32130 BONNET HILL RD,FARMINGTON HILLS,48334,2484893711,1-Regular school,2-No,2-No,42.505682,-83.365025,2012,Kindergarten,4th Grade,1-Primary,414,62,11,73,1,53,22,53,283,0,2,18.75
KENDALLVUE ELEMENTARY SCHOOL,Colorado,CO ,80480001372,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,13658 WEST MARLOWE AVE,MORRISON,80465,13658 WEST MARLOWE AVENUE,MORRISON,80465,3039827990,1-Regular school,2-No,2-No,39.631376,-105.151467,4549,Prekindergarten,6th Grade,1-Primary,541,135,47,182,6,4,122,5,390,0,14,21.64
KENDON SCHOOL,Michigan,MI ,2.62E+11,LANSING PUBLIC SCHOOL DISTRICT,2621150,INGHAM COUNTY,827 KENDON DR,LANSING,48910,827 KENDON DR,LANSING,48910,5177551450,1-Regular school,2-No,2-No,42.686176,-84.540509,2013,Kindergarten,5th Grade,1-Primary,208,130,13,143,3,1,37,61,102,1,3,15.41
KENDRICK LAKES ELEMENTARY SCHOOL,Colorado,CO ,80480000743,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,1350 SOUTH HOYT ST,LAKEWOOD,80232,1350 SOUTH HOYT STREET,LAKEWOOD,80232,3039828324,1-Regular school,2-No,2-No,39.69195,-105.10432,4550,Prekindergarten,6th Grade,1-Primary,427,116,27,143,2,8,109,5,289,4,10,17.43
KENNEDY ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,LIVONIA PUBLIC SCHOOLS,2621840,WAYNE COUNTY,14201 HUBBARD ST,LIVONIA,48154,14201 HUBBARD ST,LIVONIA,48154,7347442745,1-Regular school,2-No,2-No,42.386586,-83.363785,1947,Kindergarten,4th Grade,1-Primary,363,29,5,34,0,5,18,6,326,0,8,21.61
KENNETH P MORRIS ELEMENTARY SCHOOL,Colorado,CO ,80001601820,YUMA 1 SCHOOL DISTRICT,800016,YUMA COUNTY,416 SOUTH ELM ST,YUMA,80759,416 SOUTH ELM STREET,YUMA,80759,9708485738,1-Regular school,2-No,2-No,40.122649,-102.730543,9795,Kindergarten,6th Grade,1-Primary,421,227,46,273,1,2,221,2,193,0,2,11.6
KENNETH T. BEAGLE ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,GRAND LEDGE PUBLIC SCHOOLS,2616410,EATON COUNTY,600 WEST SOUTH ST,GRAND LEDGE,48837,600 WEST SOUTH ST,GRAND LEDGE,48837,5179255480,1-Regular school,2-No,2-No,42.748049,-84.756724,318,1st Grade,6th Grade,1-Primary,602,175,30,205,12,6,18,18,547,0,1,16.96
KENOWA HILLS CENTRAL ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,KENOWA HILLS PUBLIC SCHOOLS,2620280,KENT COUNTY,4252 3 MILE RD NW,GRAND RAPIDS,49534,4252 3 MILE RD NW,GRAND RAPIDS,49534,6164536351,1-Regular school,2-No,1-Yes,43.015915,-85.774,8745,Kindergarten,5th Grade,1-Primary,642,198,50,248,3,9,40,21,560,1,8,17.54
KENOWA HILLS DAYCARE & LEARNING CENTER,Michigan,MI ,2.62E+11,KENOWA HILLS PUBLIC SCHOOLS,2620280,KENT COUNTY,4211 3 MILE RD NW,GRAND RAPIDS,49534,2325 4 MILE RD NW,GRAND RAPIDS,49544,6162548156,1-Regular school,2-No,2-No,43.016027,-85.772826,9046,Prekindergarten,Prekindergarten,1-Primary,0,0,0,0,null,null,null,null,null,null,null,null
KENOWA HILLS EARLY CHILDHOOD CENTER,Michigan,MI ,2.62E+11,KENOWA HILLS PUBLIC SCHOOLS,2620280,KENT COUNTY,3971 RICHMOND ST NW,GRAND RAPIDS,49534,3971 RICHMOND ST NW,GRAND RAPIDS,49534,6167919757,1-Regular school,2-No,1-Yes,43.001365,-85.763511,305,Kindergarten,Kindergarten,1-Primary,43,16,2,18,0,0,2,2,39,0,0,7.41
KENT CITY ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,KENT CITY COMMUNITY SCHOOLS,2620310,KENT COUNTY,29 COLLEGE ST,KENT CITY,49330,29 COLLEGE ST,KENT CITY,49330,6166784181,1-Regular school,2-No,2-No,43.221308,-85.750374,6298,Kindergarten,5th Grade,1-Primary,614,293,49,342,0,3,92,3,513,1,2,16.87
KENT EDUCATION CENTER--OAKLEIGH,Michigan,MI ,2.62E+11,GRAND RAPIDS PUBLIC SCHOOLS,2616440,KENT COUNTY,2223 GORDON ST NW,GRAND RAPIDS,49504,2223 GORDON ST NW,GRAND RAPIDS,49504,6168192717,2-Special education school,2-No,2-No,42.980673,-85.7214,2806,Kindergarten,5th Grade,1-Primary,45,36,4,40,0,0,5,22,18,0,0,5.23
KENT HILLS SCHOOL,Michigan,MI ,2.62E+11,GRAND RAPIDS PUBLIC SCHOOLS,2616440,KENT COUNTY,1445 EMERALD AVE NE,GRAND RAPIDS,49505,1445 EMERALD AVE NE,GRAND RAPIDS,49505,6168192727,1-Regular school,2-No,2-No,42.989036,-85.64755,2021,Kindergarten,5th Grade,1-Primary,384,338,15,353,1,1,66,196,96,1,23,17.3
KENT ISD EARLY CHILDHOOD SERVICES,Michigan,MI ,2.68E+11,KENT ISD,2680620,KENT COUNTY,2930 KNAPP ST NE,GRAND RAPIDS,49525,2930 KNAPP ST NE,GRAND RAPIDS,49525,6163642217,1-Regular school,2-No,2-No,42.998731,-85.596275,9413,Prekindergarten,Prekindergarten,1-Primary,0,0,0,0,null,null,null,null,null,null,null,null
KENT LAKE ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,SOUTH LYON COMMUNITY SCHOOLS,2632250,OAKLAND COUNTY,30181 KENT LAKE RD,SOUTH LYON,48178,30181 KENT LAKE RD,SOUTH LYON,48178,2485738350,1-Regular school,2-No,2-No,42.509417,-83.661228,8894,Kindergarten,5th Grade,1-Primary,554,108,18,126,1,13,16,5,519,0,0,21.2
KENTON ELEMENTARY SCHOOL,Colorado,CO ,80234000067,AURORA JOINT DISTRICT NO. 28 OF THE COUNTIES OF ADAMS AND A,802340,ARAPAHOE COUNTY,1255 KENTON ST,AURORA,80010,1255 KENTON ST,AURORA,80010,3033640947,1-Regular school,2-No,2-No,39.735553,-104.859969,4646,Kindergarten,5th Grade,1-Primary,553,456,30,486,3,11,449,50,28,2,10,17.36
KENWOOD ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,CLAWSON PUBLIC SCHOOLS,2609930,OAKLAND COUNTY,240 NAHMA AVE,CLAWSON,48017,240 NAHMA AVE,CLAWSON,48017,2486553838,1-Regular school,2-No,2-No,42.530439,-83.153735,2023,Kindergarten,5th Grade,1-Primary,302,88,14,102,2,10,10,22,247,0,11,15.65
KENWOOD ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,CLAWSON PUBLIC SCHOOLS,2609930,OAKLAND COUNTY,240 NAHMA AVE,CLAWSON,48017,240 NAHMA AVE,CLAWSON,48017,2486553838,1-Regular school,2-No,2-No,42.530439,-83.153735,2023,Kindergarten,5th Grade,1-Primary,302,88,14,102,2,10,10,22,247,0,11,15.65
KEPPEN SCHOOL,Michigan,MI ,2.62E+11,LINCOLN PARK PUBLIC SCHOOLS,2621600,WAYNE COUNTY,661 MILL ST,LINCOLN PARK,48146,661 MILL ST,LINCOLN PARK,48146,3133890232,1-Regular school,2-No,2-No,42.241648,-83.167717,2025,Kindergarten,6th Grade,1-Primary,358,253,33,286,3,0,92,25,233,0,5,19.14
KERBY ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,GROSSE POINTE PUBLIC SCHOOLS,2625740,WAYNE COUNTY,285 KERBY RD,GROSSE POINTE FARMS,48236,285 KERBY RD,GROSSE POINTE FARMS,48236,3134324200,1-Regular school,2-No,2-No,42.409794,-82.901109,2026,Kindergarten,5th Grade,1-Primary,340,13,2,15,1,4,11,11,306,0,7,14.6
KETTLE LAKE ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,CALEDONIA COMMUNITY SCHOOLS,2607620,KENT COUNTY,8451 GARBOW DR SE,ALTO,49302,8451 GARBOW DR SE,ALTO,49302,6168686113,1-Regular school,2-No,2-No,42.835186,-85.457052,5212,Kindergarten,5th Grade,1-Primary,412,37,18,55,0,6,10,3,390,0,3,19.48
KEY ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,OAK PARK CITY SCHOOL DISTRICT,2626190,OAKLAND COUNTY,23400 JEROME ST,OAK PARK,48237,23400 JEROME ST,OAK PARK,48237,2483367610,1-Regular school,2-No,2-No,42.463514,-83.175557,2032,Kindergarten,6th Grade,1-Primary,476,344,10,354,0,9,2,416,49,0,0,18.89
KIM ELEMENTARY SCHOOL,Colorado,CO ,80498000822,KIM REORGANIZED SCHOOL DISTRICT NO. 88,804980,LAS ANIMAS COUNTY,425 STATE ST,KIM,81049,P O BOX 100,KIM,81049,7196435295,1-Regular school,2-No,2-No,37.246033,-103.35305,4690,Prekindergarten,6th Grade,1-Primary,30,10,10,20,0,0,4,0,26,0,0,6.52
KIMBALL ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,PORT HURON AREA SCHOOL DISTRICT,2628830,ST. CLAIR COUNTY,5801 GRISWOLD RD,KIMBALL,48074,5801 GRISWOLD RD,KIMBALL,48074,8109846519,1-Regular school,2-No,2-No,42.962973,-82.55531,2033,Kindergarten,5th Grade,1-Primary,365,187,38,225,3,1,17,12,316,0,16,16.77
KINAWA SCHOOL,Michigan,MI ,2.63E+11,OKEMOS PUBLIC SCHOOLS,2626280,INGHAM COUNTY,1900 KINAWA DR,OKEMOS,48864,1900 KINAWA DR,OKEMOS,48864,5177064700,1-Regular school,2-No,2-No,42.697566,-84.418115,4881,5th Grade,6th Grade,2-Middle,604,83,16,99,2,128,30,48,380,2,14,15.4
KINCHELOE ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,DOWAGIAC UNION SCHOOL DISTRICT,2612150,CASS COUNTY,25121 GAGE ST,DOWAGIAC,49047,206 MAIN ST,DOWAGIAC,49047,2697824464,1-Regular school,2-No,2-No,42.01965,-86.05223,5140,Kindergarten,5th Grade,1-Primary,313,165,21,186,8,0,31,8,249,0,17,19.87
KING EARLY CHILDHOOD EDUCATION CENTER,Michigan,MI ,2.61E+11,FLINT CITY SCHOOL DISTRICT,2614520,GENESEE COUNTY,520 WEST RANKIN ST,FLINT,48505,520 WEST RANKIN ST,FLINT,48505,8107601344,1-Regular school,2-No,2-No,43.040035,-83.711671,9622,Kindergarten,Kindergarten,1-Primary,12,8,1,9,0,0,1,8,3,0,0,1.33
KING ELEMENTARY SCHOOL,Colorado,CO ,80306001379,COLORADO SPRINGS SCHOOL DISTRICT NO. 11 IN THE COUNTY OF E,803060,EL PASO COUNTY,6110 SAPPORO DR,COLORADO SPRINGS,80918,6110 SAPPORO DRIVE,COLORADO SPRINGS,80918,7193286000,1-Regular school,2-No,2-No,38.92033,-104.769368,5604,Prekindergarten,5th Grade,1-Primary,447,163,48,211,2,5,105,31,240,2,62,18.1
KING-MURPHY ELEMENTARY SCHOOL,Colorado,CO ,80300001332,CLEAR CREEK SCHOOL DISTRICT NO. RE-1,803000,CLEAR CREEK COUNTY,425 CIRCLE K RD,EVERGREEN,80439,425 CIRCLE K ROAD,EVERGREEN,80439,3036700005,1-Regular school,2-No,2-No,39.69345,-105.413238,4700,Prekindergarten,6th Grade,1-Primary,234,13,6,19,4,2,5,0,216,0,7,16.25
KING-WESTWOOD ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,KALAMAZOO PUBLIC SCHOOL DISTRICT,2619950,KALAMAZOO COUNTY,1100 NICHOLS RD,KALAMAZOO,49006,1100 NICHOLS RD,KALAMAZOO,49007,2693370610,1-Regular school,2-No,2-No,42.301907,-85.628686,4491,Kindergarten,6th Grade,1-Primary,511,212,30,242,3,15,40,143,284,0,26,17.03
KINGSLEY AREA ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,KINGSLEY AREA SCHOOLS,2620380,GRAND TRAVERSE COUNTY,311 CLARK RD,KINGSLEY,49649,402 FENTON ST,KINGSLEY,49649,2312635261,1-Regular school,2-No,2-No,44.582671,-85.541172,5896,Kindergarten,4th Grade,1-Primary,512,235,44,279,4,2,5,6,493,1,1,18.29
KINGSTON ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,KINGSTON COMMUNITY SCHOOL DISTRICT,2620400,TUSCOLA COUNTY,3644 ROSS ST,KINGSTON,48741,3644 ROSS STREET,KINGSTON,48741,9896832284,1-Regular school,2-No,2-No,43.409541,-83.186593,2043,Kindergarten,6th Grade,1-Primary,322,201,25,226,0,0,2,3,316,0,1,17.75
KINLOCH ELEMENTARY SCHOOL,Michigan,MI ,2.60E+11,CRESTWOOD SCHOOL DISTRICT,2600016,WAYNE COUNTY,1505 KINLOCH ST,DEARBORN HEIGHTS,48127,1505 KINLOCH ST,DEARBORN HEIGHTS,48127,3132784482,1-Regular school,2-No,1-Yes,42.321539,-83.296744,2046,Kindergarten,4th Grade,1-Primary,493,256,40,296,0,10,7,16,460,0,0,22.21
KINYON ELEMENTARY SCHOOL,Michigan,MI ,2.63E+11,TAYLOR SCHOOL DISTRICT,2633540,WAYNE COUNTY,10455 MONROE BLVD,TAYLOR,48180,10455 MONROE BLVD,TAYLOR,48180,3132955802,1-Regular school,2-No,2-No,42.231611,-83.2493,2049,Kindergarten,5th Grade,1-Primary,409,252,22,274,0,4,32,97,264,0,12,21.99
KIOWA ELEMENTARY SCHOOL,Colorado,CO ,80501000824,SCHOOL DISTRICT NO. C-2 IN THE COUNTY OF ELBERT AND STATE OF,805010,ELBERT COUNTY,525 COMANCHE ST,KIOWA,80117,P O BOX 128,KIOWA,80117,3036212042,1-Regular school,2-No,2-No,39.346618,-104.460395,4724,Prekindergarten,5th Grade,1-Primary,175,42,22,64,0,1,16,1,153,1,3,13.32
KIRK ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,MILLINGTON COMMUNITY SCHOOLS,2623910,TUSCOLA COUNTY,8664 DEAN DR,MILLINGTON,48746,8664 DEAN DR,MILLINGTON,48746,9898715270,2-Special education school,2-No,2-No,43.277614,-83.519529,5276,Kindergarten,4th Grade,1-Primary,490,253,38,291,5,4,7,5,468,1,0,19.76
KIT CARSON ELEMENTARY SCHOOL,Colorado,CO ,80504000827,KIT CARSON SCHOOL DISTRICT NO. R-1,805040,CHEYENNE COUNTY,102 WEST 5TH AVE,KIT CARSON,80825,P O BOX 185,KIT CARSON,80825,7199623219,1-Regular school,2-No,2-No,38.766165,-102.795185,4738,Kindergarten,5th Grade,1-Primary,55,21,9,30,0,0,8,0,47,0,0,7.1
KNAPP ELEMENTARY SCHOOL,Colorado,CO ,80336000371,SCHOOL DISTRICT NO. 1 IN THE COUNTY OF DENVER AND STATE OF C,803360,DENVER COUNTY,500 SOUTH UTICA ST,DENVER,80219,500 SOUTH UTICA STREET,DENVER,80219,7204246130,1-Regular school,2-No,2-No,39.707346,-105.046001,4762,Prekindergarten,5th Grade,1-Primary,682,634,29,663,3,3,653,4,18,0,1,16.85
KNAPP FOREST ELEMENTARY SCHOOL,Michigan,MI ,2.61E+11,FOREST HILLS PUBLIC SCHOOLS,2614610,KENT COUNTY,4243 KNAPP VALLEY DR NE,GRAND RAPIDS,49525,4243 KNAPP VALLEY DR NE,GRAND RAPIDS,49525,6164938980,1-Regular school,2-No,2-No,43.004287,-85.564229,9181,Kindergarten,6th Grade,1-Primary,630,40,7,47,0,27,3,13,584,2,1,17.44
KND ELEMENTARY,Michigan,MI ,2.62E+11,KALEVA NORMAN DICKSON SCHOOL DISTRICT,2620010,MANISTEE COUNTY,4400 NORTH HIGHBRIDGE RD,BRETHREN,49619,4400 NORTH HIGH BRIDGE RD,BRETHREN,49619,2314775353,1-Regular school,2-No,1-Yes,44.29669,-86.021544,9989,Kindergarten,5th Grade,1-Primary,280,198,10,208,7,0,10,4,255,1,3,16.6
KNUDSEN ELEMENTARY SCHOOL,Michigan,MI ,2.64E+11,WATERFORD SCHOOL DISTRICT,2635310,OAKLAND COUNTY,5449 CRESCENT RD,WATERFORD,48327,5449 CRESCENT RD,WATERFORD,48327,2486827300,1-Regular school,2-No,2-No,42.640526,-83.39341,5048,Kindergarten,5th Grade,1-Primary,371,149,32,181,0,11,56,25,279,0,0,18.12
KOEPSELL EDUCATION CENTER,Michigan,MI ,2.63E+11,SOUTH LAKE SCHOOLS,2632220,MACOMB COUNTY,21760 RAVEN AVE,EASTPOINTE,48021,21760 RAVEN AVE,EASTPOINTE,48021,5864351500,1-Regular school,2-No,2-No,42.456963,-82.929972,8339,Kindergarten,5th Grade,1-Primary,221,98,10,108,0,1,7,96,109,0,8,17.46
KOHL ELEMENTARY SCHOOL,Colorado,CO ,80249000120,BOULDER VALLEY SCHOOL DISTRICT NO. RE2,802490,BROOMFIELD COUNTY,1000 WEST 10TH AVE,BROOMFIELD,80020,1000 WEST 10TH AVENUE,BROOMFIELD,80020,7205618600,1-Regular school,2-No,2-No,39.928829,-105.081871,4792,Prekindergarten,5th Grade,1-Primary,505,74,26,100,5,19,72,2,390,0,17,18.44
KOLB ELEMENTARY SCHOOL,Michigan,MI ,2.60E+11,BAY CITY SCHOOL DISTRICT,2604260,BAY COUNTY,305 WEST CRUMP ST,BAY CITY,48706,305 WEST CRUMP ST,BAY CITY,48706,9898939518,1-Regular school,2-No,2-No,43.592653,-83.907558,6966,Kindergarten,5th Grade,1-Primary,537,245,29,274,6,10,39,21,446,0,15,21.39
KRUSE ELEMENTARY SCHOOL,Colorado,CO ,80399000147,POUDRE SCHOOL DISTRICT R-1,803990,LARIMER COUNTY,4400 MCMURRY AVE,FORT COLLINS,80525,4400 MCMURRY AVENUE,FORT COLLINS,80525,9704885625,1-Regular school,2-No,2-No,40.526706,-105.048599,4793,Prekindergarten,5th Grade,1-Primary,528,75,27,102,5,21,46,11,428,3,14,19.56
KULLERSTRAND ELEMENTARY SCHOOL,Colorado,CO ,80480000744,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,12225 WEST 38TH AVE,WHEAT RIDGE,80033,12225 WEST 38TH AVENUE,WHEAT RIDGE,80033,3039821780,1-Regular school,2-No,2-No,39.768056,-105.136022,4802,Kindergarten,6th Grade,1-Primary,253,171,33,204,3,2,111,5,121,0,11,12.65
KURTZ ELEMENTARY SCHOOL,Michigan,MI ,2.62E+11,HURON VALLEY SCHOOLS,2618990,OAKLAND COUNTY,1350 KURTZ DR,MILFORD,48381,1350 KURTZ DR,MILFORD,48381,2486848025,1-Regular school,2-No,2-No,42.591817,-83.585698,5759,Kindergarten,5th Grade,1-Primary,495,106,28,134,6,9,23,1,443,0,13,17.55
KYFFIN ELEMENTARY SCHOOL,Colorado,CO ,80480000745,JEFFERSON COUNTY SCHOOL DISTRICT NO. R-1,804800,JEFFERSON COUNTY,205 NORTH FLORA WAY,GOLDEN,80401,205 NORTH FLORA WAY,GOLDEN,80401,3039825760,1-Regular school,2-No,2-No,39.719609,-105.158318,4830,Kindergarten,6th Grade,1-Primary,579,56,13,69,0,36,31,1,498,0,13,19.18
L.W. ST. JOHN ELEMENTARY SCHOOL,Colorado,CO ,80438006415,GRAND VALLEY SCHOOL DISTRICT NO. 16 IN THE COUNTY OF GARFI,804380,GARFIELD COUNTY,460 STONE QUARRY RD,PARACHUTE,81635,PO BOX 68,PARACHUTE,81635,9702855701,1-Regular school,2-No,2-No,39.397688,-108.105248,3603,4th Grade,5th Grade,2-Middle,151,60,31,91,5,0,51,0,90,0,5,15.89
LA JARA ELEMENTARY SCHOOL,Colorado,CO ,80510000844,NORTH CONEJOS SCHOOL DISTRICT NO. RE1J,805100,CONEJOS COUNTY,214 POPLAR ST,LA JARA,81140,P O BOX 470,LA JARA,81140,7192745791,1-Regular school,2-No,2-No,37.275381,-105.957838,4836,Prekindergarten,5th Grade,1-Primary,214,125,28,153,0,0,141,0,71,0,2,14.03
LA JUNTA INTERMEDIATE SCHOOL,Colorado,CO ,80513001974,EAST OTERO SCHOOL DISTRICT NO. R1,805130,OTERO COUNTY,901 SMITHLAND AVE,LA JUNTA,81050,901 SMITHLAND AVE.,LA JUNTA,81050,7193849151,1-Regular school,2-No,2-No,37.979937,-103.539138,4841,3rd Grade,6th Grade,1-Primary,369,254,36,290,1,0,237,1,124,0,6,14.13
