zip,unemployed,households,inc10,inc15,inc25,inc35,inc50,inc75,inc100,inc150,inc200,inc201,medianIncome,meanIncome,ssi,cpa,snap,capitaIncome,poverty
49057,9.3,2383,233,272,399,236,413,475,159,147,27,22,36226,45016,146,79,555,16385,21.4
49058,6,7458,346,350,1147,814,1384,1528,980,637,122,150,46554,57121,298,389,945,22617,7.3
49060,6.8,661,48,0,25,86,56,157,63,153,21,52,65972,88817,0,35,41,31155,5
49061,4.7,515,30,39,51,26,112,89,86,58,24,0,49969,59810,29,18,46,21975,15.4
49064,5,1569,211,47,174,223,261,421,132,82,18,0,43773,46834,106,41,270,19912,11.8
49065,6.2,2461,210,98,174,318,388,428,416,312,72,45,51221,63198,112,53,198,23399,9.8
49066,3.8,211,11,10,36,48,42,25,13,21,5,0,35417,46691,11,4,18,17144,13.1
49067,6.1,1763,95,95,163,197,354,416,204,168,37,34,47319,61084,66,40,177,23763,11.8
49068,5.2,5784,232,282,670,700,903,1266,632,784,162,153,51762,64218,164,80,421,26675,5.7
49070,7,882,16,22,98,117,182,211,122,93,5,16,50238,59278,61,53,90,20985,10.7
49071,4.8,3318,89,66,241,213,447,820,538,575,193,136,68929,79987,53,19,172,29083,4.2
49072,7.8,998,76,33,136,152,110,255,155,65,11,5,48889,52975,26,31,106,19436,13.5
49073,9.6,1860,185,103,237,187,272,501,187,135,15,38,47589,60187,48,119,350,23174,14.8
49074,3.1,115,26,14,62,13,0,0,0,0,0,0,18977,17980,0,0,28,16274,null
49075,0,20,14,0,0,0,4,2,0,0,0,0,9000,17900,0,0,10,7651,66.7
49076,6.1,1389,102,44,111,145,275,338,201,141,28,4,51411,58738,36,38,151,19650,8.1
49078,6.6,3439,234,178,385,405,567,776,460,279,84,71,49116,63354,116,119,392,24455,7.3
49079,7.2,4858,433,303,625,525,657,884,588,573,211,59,46557,58901,320,77,773,22382,14.5
49080,7.5,6135,298,225,779,713,946,1384,849,721,124,96,51250,61511,167,210,676,24382,8.5
49082,6.3,2497,163,110,284,405,475,503,289,234,22,12,43796,52584,112,98,234,20484,11.2
49083,4.8,2671,55,87,218,233,288,440,387,555,210,198,75636,105174,30,53,142,39926,2.6
49084,0,7,0,2,2,0,3,0,0,0,0,0,16875,25943,2,0,2,7136,0
49085,4.3,10184,443,411,916,987,1335,1903,1648,1464,569,508,60126,83001,292,92,340,36539,1.8
49087,5.7,2271,86,71,259,166,314,421,368,357,116,113,62350,77091,36,22,139,28139,4.6
49088,5.6,1337,44,13,156,168,156,248,250,201,59,42,62986,72564,77,34,81,27695,3
49089,9.4,665,56,28,89,62,78,232,80,34,6,0,51625,51100,38,20,93,18839,7.8
49090,5.5,5699,542,414,639,731,875,1104,534,540,197,123,44325,60793,285,214,916,24585,16.6
49091,10.6,7377,726,529,748,945,1284,1548,767,490,161,179,42463,55051,295,382,1046,20972,13.1
49092,9.7,838,66,61,124,114,116,167,94,64,6,26,41983,55634,47,14,108,21834,14
49093,8.5,7000,585,468,855,743,1245,1434,801,665,94,110,45084,55543,444,276,902,22072,11.9
49094,5.7,1593,120,123,252,179,349,305,155,99,11,0,40348,46096,64,81,270,17620,13.2
49095,5.1,734,44,42,94,78,112,162,106,63,18,15,49318,58373,41,25,78,23723,8.4
49096,4.2,1207,38,62,85,167,206,284,169,163,27,6,52031,60566,31,45,104,23352,6.1
49097,5.6,3943,177,135,354,378,585,1022,483,564,136,109,56556,74764,100,55,274,29836,6.3
49098,8.5,2191,99,185,359,276,460,316,335,121,13,27,39116,49245,53,82,427,17511,15.6
49099,10.4,2134,121,102,248,312,430,450,262,117,52,40,45000,57123,103,76,264,21817,10.3
49101,5,1208,63,54,198,181,166,187,132,189,30,8,43088,57742,44,38,106,24100,9.4
49102,9.5,469,13,16,63,51,72,97,105,52,0,0,55066,59751,11,23,35,20227,3.2
49103,5.4,4049,563,158,512,418,425,867,487,428,132,59,47240,59248,169,115,452,22747,11.5
49104,10.5,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,3579,null
49106,6.7,1914,100,122,253,265,251,265,252,217,76,113,48152,75561,18,67,136,30109,8.5
49107,5.8,4130,412,197,526,568,508,833,588,445,37,16,47067,53840,207,85,552,22196,9
49111,5.5,1135,64,45,127,86,254,222,213,88,32,4,48938,56810,28,32,139,24644,8.2
49112,4.2,3764,166,202,460,399,630,770,432,486,166,53,50543,62491,159,148,382,23395,9
49113,6.6,711,12,28,100,89,137,145,113,64,10,13,48950,58660,39,2,22,23502,6.1
49115,4.7,82,28,0,0,30,8,4,0,0,0,12,29048,59089,8,0,24,38372,40
49116,4.9,143,0,12,0,23,24,48,0,13,10,13,52813,80536,25,0,0,42486,12.5
49117,4.9,1649,101,76,243,231,226,283,167,153,48,121,47813,81845,30,2,53,37389,3.9
49119,0,44,0,0,6,17,0,21,0,0,0,0,34500,41911,0,0,0,18648,0
49120,8.1,14407,1040,948,2309,1773,2325,2673,1547,1135,429,228,41974,54758,778,466,2093,21800,11.1
49125,5.8,948,70,12,90,140,203,219,70,87,19,38,47990,78403,51,15,75,36027,2.9
49126,8.5,556,31,35,111,61,104,102,60,41,9,2,39250,49466,9,3,55,19128,11.4
49127,4.7,4098,96,129,328,415,540,733,571,783,288,215,67570,84083,118,45,210,33247,2.6
49128,3.5,1757,43,120,260,243,313,394,146,181,29,28,44428,61599,49,30,112,27696,5.2
49129,0,220,21,0,23,20,65,22,8,35,0,26,37347,69133,0,0,12,26603,0
49130,6.3,822,58,37,93,91,161,109,125,80,45,23,45833,80050,32,6,86,30136,8.8
49201,5.7,14882,1172,615,1459,1596,2349,3108,1935,1782,534,332,51959,63531,797,539,2258,22031,8.8
49202,8.4,9176,1342,879,1575,1258,1552,1529,677,321,34,9,31140,37644,522,622,2229,17197,21.6
49203,7.9,15190,1722,952,1804,1889,2322,3093,1657,1197,314,240,42209,52829,808,767,3004,21402,16
49220,10,1046,53,52,120,178,222,202,107,112,0,0,43415,51425,47,47,120,19927,13.8
49221,7.4,15161,1336,1200,2041,1436,2845,3014,1712,1256,216,105,42113,51189,783,654,2606,19297,15.4
49224,10.3,5381,689,444,946,601,775,901,602,279,92,52,35161,46848,336,397,1363,17916,21.9
49227,8.4,449,31,35,71,64,45,97,38,54,14,0,45625,53608,22,12,49,21486,12
49228,6.6,2322,99,200,226,310,326,449,350,279,38,45,50000,61181,64,100,188,24474,4.9
49229,9.6,1110,26,55,74,64,178,226,215,198,52,22,70000,73880,40,0,46,26270,3.6
49230,6.9,4201,131,159,570,506,648,939,532,564,131,21,52777,60935,224,143,369,26016,3.1
49232,6.7,999,99,48,136,161,137,218,96,60,27,17,40863,53337,73,28,118,17926,20.4
49233,7.7,1053,32,39,103,92,167,298,150,162,10,0,57370,61650,46,19,128,25839,5.6
49234,3.2,1024,27,25,111,111,175,199,99,122,51,104,56042,78676,28,0,82,28917,11.4
49235,10.8,730,39,49,71,104,127,151,113,54,16,6,47000,55133,18,19,88,21633,11.3
49236,4.9,1747,25,113,160,163,267,514,268,194,33,10,54736,61565,44,29,178,23650,4.9
49237,5.9,1101,51,44,143,109,198,201,169,133,41,12,50764,61491,18,14,100,22578,6
49238,6.5,608,24,5,47,66,120,139,108,76,8,15,58611,67056,5,22,48,23953,6.3
49240,3.4,3341,105,41,225,257,398,728,556,791,191,49,72478,80803,75,17,51,30550,3.5
49241,4.6,906,16,68,87,72,127,191,210,126,9,0,52470,61623,81,99,49,20672,4.8
49242,7.3,5596,579,381,706,912,889,1048,459,394,137,91,38916,51311,322,158,985,20036,14.8
49245,7.8,1899,123,116,310,264,360,401,161,110,28,26,40776,50571,101,60,238,20050,14.2
49246,7.2,1188,29,43,108,106,109,234,295,209,28,27,67845,82759,39,13,59,30731,3
49247,7.4,2155,126,132,269,267,402,479,302,150,16,12,44290,51689,99,57,261,20558,9.7
49248,6.2,292,19,14,26,33,59,64,42,29,3,3,48611,58559,10,4,28,21460,7.9
49249,7.2,1334,65,41,112,125,170,284,317,165,45,10,61555,68071,18,58,94,27445,6.9
49250,7.2,2258,132,162,297,298,399,482,275,171,12,30,44167,51732,147,97,230,19726,11.7
49251,7.7,2269,115,65,180,224,354,559,348,343,61,20,60711,65603,71,42,188,23932,5.7
49252,7.1,998,79,40,100,142,211,200,154,52,6,14,45677,51982,39,46,144,21548,6.4
49253,6,1396,39,110,121,61,330,332,166,130,67,40,51217,67212,42,0,85,30304,7
49254,8.3,1511,77,58,324,144,254,254,242,158,0,0,45888,50462,48,50,203,19920,15.6
49255,7.7,605,42,52,85,97,133,134,39,18,0,5,36472,43397,19,19,71,14843,15.7
49256,8.9,1370,109,55,147,228,229,277,218,91,16,0,43986,50988,55,34,141,18684,9.2
49259,8.9,912,6,68,67,118,125,225,158,94,18,33,60255,69527,38,25,117,28483,6.2
49261,0,106,0,14,12,8,42,30,0,0,0,0,42946,40329,14,0,0,18080,0
49262,4.8,544,29,22,61,84,148,87,41,58,11,3,41500,52664,34,5,64,19900,5.5
49263,0,17,0,0,0,0,0,17,0,0,0,0,null,null,0,0,0,null,0
49264,8.1,692,4,47,108,104,94,144,103,66,22,0,48854,55996,39,3,63,21601,12.9
49265,3.8,1861,59,47,223,99,299,400,251,353,78,52,61276,76920,66,47,151,28097,6.3
49266,8.5,1179,61,15,174,220,195,342,129,30,0,13,46620,48986,45,41,162,20302,5.5
49267,6.3,1551,5,87,147,172,223,341,197,244,108,27,62904,72840,35,10,79,26947,4.5
49268,2.5,353,12,6,30,37,33,148,37,34,9,7,57772,65004,5,0,17,22206,0
49269,6.6,2185,59,105,256,191,465,491,311,191,39,77,50543,62170,62,64,240,23340,8.2
49270,4.9,2161,63,63,150,250,280,455,376,378,69,77,63548,73936,95,55,149,26784,3.1
49271,8.9,889,58,59,103,173,163,178,71,55,29,0,40096,49205,49,32,96,17247,13.6
49272,4.8,975,37,13,163,123,112,300,87,93,40,7,53194,59049,0,6,88,24670,6.2
49274,9.5,1377,105,59,245,212,243,287,89,103,18,16,37411,48990,68,49,184,17947,18.4
49276,6.1,331,14,3,9,44,99,37,68,43,14,0,48542,65744,11,12,15,21229,0
49277,5,1347,44,45,170,113,208,280,210,248,29,0,57161,63408,37,0,109,23320,7.2
49279,7.2,243,9,11,9,27,29,54,53,40,11,0,68750,69856,8,7,8,25799,7.2
49282,11.6,196,29,21,18,21,32,25,10,17,0,23,37250,62362,8,0,16,30362,6.9
49283,8.4,1209,25,73,194,129,89,291,98,189,112,9,56426,68584,48,0,58,20557,4.2
49284,7.6,1194,84,72,143,177,223,207,149,119,11,9,42450,53058,65,52,176,19009,12.9
49285,9.1,1922,51,86,245,188,251,436,272,245,131,17,57963,67773,63,91,238,23449,11.3
49286,6.5,5956,237,237,480,638,971,1300,932,874,192,95,58117,65659,186,135,368,26950,3.5
49287,5.5,705,0,31,68,27,90,188,120,116,42,23,66344,77563,26,27,62,26024,2.3
49288,9.4,499,40,45,102,67,96,79,44,20,4,2,32750,42649,36,27,82,15558,13.5
49289,14.6,53,0,19,16,5,0,0,10,0,3,0,22875,39509,3,7,13,14460,30
49301,3.5,5975,80,83,120,294,318,869,930,1318,673,1290,109413,145167,57,36,103,47341,2.2
49302,5.8,2580,40,15,174,144,340,550,424,507,242,144,78049,90499,36,10,135,30182,3.3
49303,16,317,0,6,37,48,47,77,56,34,0,12,56250,66305,6,16,42,21975,12.8
49304,5.6,1601,215,198,349,281,253,157,73,59,6,10,26318,35668,182,114,469,15798,18
49305,6.7,952,78,81,159,155,188,133,103,32,9,14,35197,44748,87,22,192,19505,15.7
49306,4.4,3533,104,101,263,360,385,598,616,685,266,155,71528,89142,117,86,132,31088,2
49307,10.2,7062,945,487,1319,940,937,1014,573,586,180,81,33413,47972,350,187,1405,18137,14.1
49309,6.9,752,133,58,128,99,112,163,27,30,2,0,30217,36689,82,66,211,15830,19.2
49310,9.1,1029,84,57,156,215,194,163,116,32,9,3,35092,43531,63,32,167,16620,11.6
49312,21.6,81,12,11,22,17,11,8,0,0,0,0,20250,26207,0,0,40,14546,15.4
49315,4.4,7036,122,196,528,574,1214,1332,1237,1204,325,304,67893,86797,97,82,199,31329,2.4
49316,4.2,7044,98,199,376,445,867,1548,1227,1499,446,339,74769,88638,105,126,284,31911,3.1
49318,9.4,468,27,9,40,94,58,126,51,52,3,8,50469,58132,16,20,59,19647,8.2
49319,7.3,5542,235,293,511,647,818,1363,823,702,111,39,52960,61945,244,229,890,21959,9.4
49320,42.9,26,0,0,10,8,8,0,0,0,0,0,25938,26815,0,8,8,9316,55.6
49321,6.7,6336,285,381,559,917,1202,1085,883,712,147,165,47134,62629,126,225,799,25383,9.6
49322,10,444,15,18,83,79,100,63,42,36,6,2,39545,50022,10,12,78,18244,9.7
49323,4.1,3096,102,107,155,163,388,1040,602,385,117,37,66646,71534,144,0,206,23673,5.2
49325,8.9,630,9,14,78,37,89,178,96,97,10,22,64063,70278,28,30,41,25312,3.5
49326,8.1,1280,77,68,96,136,223,295,166,127,81,11,51961,65184,37,10,208,24232,13.8
49327,8.7,2979,153,135,436,257,531,804,388,183,64,28,49306,58030,175,107,475,20560,15.5
49328,7.4,1505,85,93,104,178,269,443,150,119,42,22,52679,58445,45,23,159,20821,10
49329,9.6,2920,215,98,364,345,490,736,388,219,63,2,48506,53466,89,80,395,19144,10.5
49330,6.5,1859,67,80,239,243,280,440,346,136,17,11,51385,56226,69,47,281,19297,3.4
49331,6.6,6116,249,277,630,587,925,1399,869,778,295,107,55962,66925,85,139,552,25019,6.4
49332,8.8,1221,116,51,173,212,195,223,120,85,6,40,41219,56219,46,13,209,24852,10.2
49333,4.9,3979,121,115,329,351,485,981,799,698,56,44,65390,69170,57,64,273,24576,5.9
49335,0,111,0,0,0,0,0,73,38,0,0,0,69625,71987,0,0,0,22845,0
49336,8.8,1486,126,103,256,160,260,326,122,105,23,5,41006,47362,73,52,365,15596,15.1
49337,9.4,4877,493,312,669,524,762,925,576,369,116,131,43479,55977,251,165,845,22768,12.8
49338,4.6,738,13,44,49,92,216,207,37,73,3,4,44337,52752,43,15,116,21466,8.9
49339,9.2,816,54,24,127,55,142,187,95,103,18,11,50682,64469,45,28,92,22722,10.2
49340,8.6,1113,101,82,152,166,223,189,112,66,19,3,37478,47286,69,59,209,17737,12.8
49341,4.9,11558,528,216,683,823,1195,2122,2367,2396,581,647,76342,88873,240,254,670,31168,4.2
49342,8.7,651,42,38,91,80,135,161,56,15,20,13,41080,51251,26,24,114,20080,13.9
49343,6.1,2111,94,161,255,292,300,441,263,243,31,31,48450,56624,74,94,268,21729,10
49344,3.9,1356,63,48,138,118,276,299,130,227,41,16,51054,62115,41,59,154,26235,3.2
49345,7.8,4892,282,205,541,621,648,1045,870,577,73,30,54065,60823,182,183,510,22503,8.8
49346,3.1,2274,134,119,232,315,298,489,334,277,42,34,50995,58375,129,76,222,25005,9.7
49347,7.7,480,24,25,79,59,88,112,46,31,16,0,41731,50553,25,6,32,21272,5.1
49348,5.7,4656,183,239,519,460,795,1045,786,526,29,74,53402,60809,172,136,495,23650,5.4
49349,9.6,3187,300,212,517,463,541,601,332,135,42,44,37394,47898,296,199,734,18484,14.7
49401,6.3,5517,722,422,703,354,644,1156,718,662,76,60,47002,56959,54,160,600,16742,5.9
49402,8.8,611,69,53,84,71,143,116,48,20,0,7,40197,46358,26,21,76,21185,10.7
49403,3.6,808,0,0,51,86,186,171,154,94,47,19,63810,76675,17,7,11,26647,1
49404,5.3,3008,135,142,302,254,457,734,469,388,99,28,55342,64045,115,62,286,23152,6
49405,7.8,664,42,40,139,76,120,101,94,43,3,6,38958,47804,50,26,95,20405,8
49406,2.9,301,10,18,57,34,28,64,7,14,41,28,53750,82343,2,13,15,40818,0
49408,5.3,3494,194,274,402,505,654,724,350,324,37,30,43673,52587,141,130,493,21192,10.6
49410,10.5,879,120,64,143,132,116,179,50,42,23,10,33963,48073,43,24,193,20397,14.5
49411,6.6,629,36,55,82,75,105,123,85,56,2,10,41993,57667,22,5,63,23947,7.6
49412,6,4354,274,209,570,509,780,965,433,338,136,140,46908,62140,299,142,550,23844,10.1
49415,7.9,2489,112,126,178,307,398,504,254,499,72,39,55659,68434,64,30,220,26808,4.1
49417,5.2,11702,694,521,1399,1277,1784,2069,1422,1749,458,329,51857,68516,272,374,1155,27580,6.1
49418,5.8,10320,379,368,840,1092,1525,2481,1466,1493,430,246,58874,69969,214,203,894,26054,6.5
49419,3.8,2797,85,61,242,248,541,697,475,332,89,27,57564,65064,67,57,127,23143,3.5
49420,6.7,2301,160,177,415,343,372,431,231,124,18,30,37313,48002,179,138,543,16644,18.1
49421,7.4,2286,162,187,403,318,372,521,196,92,29,6,37005,44925,187,110,469,17602,14.9
49423,5.4,16049,896,927,1888,2135,2878,2847,2149,1634,386,309,45773,59533,365,326,1980,21433,9.7
49424,8.2,15968,657,758,1380,1636,2624,3679,2178,1860,577,619,54837,71808,293,575,2068,26077,8.3
49425,6,1308,100,69,206,164,236,180,207,107,25,14,44453,53193,96,51,318,18942,13.6
49426,3.5,11200,89,256,905,751,1432,2827,1934,2134,592,280,68383,83045,339,89,415,27907,3
49428,4.7,9424,197,453,1049,814,1295,2299,1708,1149,325,135,59211,67707,209,187,461,24902,5
49431,5.7,7396,662,362,1203,1041,1104,1295,756,722,165,86,40777,53694,174,110,1117,23730,11.5
49434,null,0,0,0,0,0,0,0,0,0,0,0,null,null,0,0,0,null,null
49435,9.9,1138,54,33,40,74,193,288,207,173,60,16,64245,72076,33,28,78,26301,2.7
49436,5.5,601,31,35,102,114,113,147,31,22,0,6,38125,44267,25,12,69,20116,6.9
49437,6.6,2673,133,117,338,269,422,716,315,268,52,43,51452,60081,101,56,281,23153,8.7
49440,14.5,607,123,114,117,35,40,113,52,13,0,0,21829,33720,54,61,233,17359,28.2
49441,9.9,15283,1149,1191,2197,1974,2346,2960,1599,1266,374,227,41719,55114,717,678,2518,23167,12.1
49442,11.8,15792,2123,1608,2755,2318,2681,2391,1098,646,138,34,30921,39402,1280,1182,5231,15298,21
49444,11.4,9630,1341,904,1689,1250,1573,1319,895,479,103,77,30773,42209,876,867,3157,15619,24.9
49445,7.9,7896,262,301,909,1077,1229,1680,1173,888,221,156,52722,64062,189,207,887,24534,8.4
49446,5.4,915,62,28,163,79,218,145,137,54,19,10,44954,54643,72,37,119,21346,10.2
49448,4.2,1347,50,79,177,172,216,288,230,124,0,11,49051,55011,10,55,192,22771,8
49449,4.1,1136,64,54,83,149,183,283,145,150,14,11,51094,58629,22,4,52,27621,4.8
49450,3.6,830,36,125,78,104,224,169,53,31,10,0,37338,43505,98,53,241,12999,31.5
49451,5.9,2047,136,123,147,242,342,489,364,129,55,20,51288,57477,69,75,232,20313,7.1
49452,6.6,658,29,25,111,105,167,127,50,34,2,8,39244,46982,15,44,123,18643,11.6
49453,7,1124,94,70,105,61,146,245,123,171,60,49,55500,87852,10,58,130,40912,11.1
49454,6.1,1713,134,133,218,233,288,337,197,124,39,10,41063,50337,101,87,344,18018,16.4
49455,4.9,1804,153,136,311,208,231,402,178,152,27,6,42635,48964,42,48,272,19127,10.9
49456,5.4,7895,405,418,908,1040,1022,1428,789,1062,400,423,53472,79400,262,149,701,33521,4.5
49457,8.5,4005,388,188,436,342,654,851,526,482,68,70,49745,59477,152,128,690,22778,11.9
49458,7.4,56,9,0,0,0,19,18,10,0,0,0,47500,47427,10,3,24,19190,0
49459,3.4,453,33,24,86,89,85,88,38,2,8,0,34345,41214,38,28,126,15909,10.8
49460,6.9,2978,73,151,279,241,340,712,554,456,74,98,63169,83098,79,44,252,29480,3.7
49461,4.9,3397,151,146,257,433,549,823,463,408,107,60,52805,64595,163,138,337,25707,5.6
49464,5,9092,395,252,723,741,1463,2229,1652,1129,349,159,60749,68295,228,102,757,23199,5
49503,8.8,14283,2329,1294,1991,2102,2055,2139,1201,807,237,128,32000,45184,1000,1698,3812,19302,24
49504,7.6,16202,1606,1129,2302,1764,2891,2985,1688,1375,317,145,41214,51726,872,1142,3094,20938,17.4
49505,6,12985,1027,927,1749,1479,2220,2652,1573,1009,223,126,43838,53812,813,829,2084,23290,16.2
49506,6.6,11902,568,551,1069,1105,1658,1960,1599,1769,617,1006,62023,89707,457,538,1251,33821,8.2
49507,12,12429,1342,1323,1912,1857,1880,2234,1106,591,95,89,33880,44279,1086,2366,4574,14897,26.5
49508,7.4,15158,1069,712,2071,1600,2348,3345,1684,1656,443,230,48646,59384,680,513,2304,23295,12
49509,9.4,9609,596,689,1149,1437,2068,1938,1094,601,14,23,41648,47812,401,395,1627,17775,14.6
49512,5.2,6659,400,369,913,729,1105,1239,772,655,263,214,47669,61206,130,106,488,27501,11.7
49519,6.2,10910,609,509,1351,1837,1648,2654,1257,797,155,93,44688,53066,303,265,1373,21760,10.2
49525,4,10650,488,529,990,1053,1608,2007,1513,1550,407,505,57473,75760,356,261,736,30666,4.3
49534,5.8,8586,388,392,854,787,1077,1809,1461,1296,217,305,59938,69638,227,138,481,27547,5.8
49544,7.5,3662,252,162,636,327,746,810,348,260,90,31,44972,51932,82,119,497,22950,12.2
49546,6,11780,667,632,1149,1191,1157,1842,1467,2002,851,822,63560,86237,240,555,1052,32187,7.1
49548,8.3,11629,731,1059,1596,1544,2290,2697,1135,552,15,10,41212,45299,815,640,2436,17560,17.2
49601,8.1,8581,768,499,912,1199,1564,1917,780,610,147,185,43458,54791,462,399,1440,22350,11.8
49611,5.7,71,0,7,17,11,17,16,3,0,0,0,45417,39506,3,5,11,16260,11.9
49612,12.4,529,23,31,78,55,83,141,65,47,3,3,48036,54275,21,28,77,23024,12.5
49613,6.8,289,3,15,27,21,45,97,17,46,9,9,55524,68597,5,3,8,31366,2.6
49614,5.1,1209,65,47,204,155,254,246,127,63,24,24,43469,55458,47,51,151,22453,6.5
49615,6.3,1851,85,116,274,225,341,410,151,175,32,42,44310,65796,44,40,122,28918,6.7
49616,10.8,836,71,75,141,125,117,216,64,24,3,0,35469,41058,37,16,146,18046,12.9
49617,7.9,1333,38,89,76,197,291,290,151,164,22,15,48388,64574,47,27,117,26262,4.7
49618,9.1,243,10,15,27,41,48,61,33,8,0,0,40139,46992,13,0,37,17080,8.6
49619,7.7,469,51,36,84,46,118,88,32,11,3,0,38199,39487,14,37,74,20113,13.1
49620,5.5,846,35,63,117,122,192,168,65,69,8,7,42653,50807,33,32,146,19215,9.9
49621,5.1,1274,87,55,146,138,208,300,151,107,35,47,50313,65186,43,25,120,26697,7.3
49622,6.7,1051,69,37,189,144,231,200,45,87,32,17,39043,53005,44,36,128,22015,9.7
49623,6.5,407,34,30,71,69,57,82,43,21,0,0,34966,42407,23,13,70,17238,10.4
49625,11.4,549,46,21,72,99,117,112,39,32,2,9,37944,64962,35,28,107,26276,9.1
49626,9.4,222,10,18,57,24,23,43,31,5,11,0,36667,48315,12,1,27,20911,3.8
49627,0,29,0,0,0,0,3,7,0,10,9,0,108036,112272,0,0,0,32213,0
49628,7.9,134,7,4,27,24,27,28,8,4,5,0,38750,46270,6,2,19,20395,2.1
49629,4.7,1022,95,80,130,153,143,179,103,92,32,15,41500,52803,33,19,153,22364,15.9
49630,6.6,595,10,24,45,74,135,117,81,88,12,9,51319,64560,10,5,27,30441,2
49631,5.8,2305,250,148,410,347,438,352,228,93,31,8,34940,43723,136,73,454,17737,15.1
49632,7.3,451,36,32,74,69,101,92,34,8,0,5,36726,42392,19,6,64,18454,13.7
49633,8.9,1506,124,129,204,217,287,276,155,71,28,15,38824,47481,79,50,204,20553,13.7
49634,26.2,51,0,5,6,0,33,7,0,0,0,0,48150,44012,6,0,11,15738,15.4
49635,6,1599,84,102,216,184,250,288,193,189,47,46,47534,65509,44,32,172,29106,8.6
49636,6.4,223,7,20,26,29,19,48,31,20,9,14,54028,81637,0,12,12,36415,0
49637,3.7,1153,36,66,156,109,360,152,171,81,6,16,43125,53684,150,50,189,19078,8.1
49638,7,305,31,21,58,53,57,40,25,12,4,4,33750,44279,19,9,49,20213,5.6
49639,9.5,1097,79,90,123,203,217,203,98,60,14,10,38324,47338,52,24,172,18151,12.2
49640,5.1,790,47,25,98,93,151,247,45,50,16,18,47300,57733,16,8,71,25424,3.2
49642,3.4,279,51,32,81,29,19,30,19,18,0,0,22446,35156,23,17,75,17083,20.6
49643,5.9,2205,59,59,414,325,352,677,171,117,25,6,42841,49971,63,84,394,19638,8.4
49644,5.3,789,125,61,127,149,118,137,40,26,6,0,31563,36417,40,42,165,17424,20.3
49645,13.5,680,59,15,116,154,136,136,32,21,5,6,34643,43068,49,23,153,17130,14.9
49646,6.5,3465,233,407,510,419,634,671,246,267,49,29,38628,47477,173,178,712,19779,10.2
49648,3.4,849,17,50,51,69,134,154,165,121,37,51,67083,84311,7,14,18,35471,2
49649,6.1,2089,50,126,258,212,368,492,312,197,40,34,50820,58474,59,58,328,17194,11.2
49650,5.3,1277,62,7,61,141,287,302,304,106,7,0,61534,60828,19,28,65,24350,2.6
49651,8.4,3101,225,169,592,481,534,575,275,189,46,15,36864,47178,159,137,580,19669,13.8
49653,2.9,788,26,7,129,95,125,141,97,110,36,22,55962,75929,15,3,6,30117,5.9
49654,2.8,351,26,5,16,0,67,85,28,59,19,46,67824,99571,8,0,5,44551,0
49655,7.6,1158,117,60,125,150,206,286,116,63,26,9,45192,50902,50,27,194,19395,13.9
49656,8.9,492,82,29,88,66,88,90,26,18,5,0,30694,38516,44,13,111,14193,19.8
49657,5.1,1397,44,95,156,199,309,300,147,86,47,14,43832,55247,39,15,189,21311,7.5
49659,12,2548,264,256,586,240,477,487,144,88,3,3,32042,38370,146,64,511,15217,22.9
49660,6,5966,412,366,906,744,1038,1280,666,364,120,70,42286,52341,286,143,899,22160,7.3
49663,8.8,2069,158,167,268,230,343,583,206,98,7,9,43512,48102,94,71,393,17112,13.3
49664,5.5,937,47,62,151,91,170,151,80,96,40,49,43594,69801,27,21,70,30353,9.7
49665,6.2,1597,127,89,196,202,365,314,176,116,3,9,42060,48591,44,32,219,18748,10.8
49666,0,32,0,0,0,0,0,32,0,0,0,0,70147,null,0,0,0,34933,0
49667,16.5,251,5,27,45,46,22,65,28,13,0,0,38393,46669,4,13,38,18124,11.5
49668,10.7,1171,104,80,159,137,266,221,119,79,3,3,39050,47174,42,44,268,17363,12.2
49670,3,855,24,30,103,96,116,164,133,113,32,44,60057,83620,19,0,38,38566,4.7
49674,0,48,0,7,0,0,36,0,0,5,0,0,43750,48033,0,0,0,20765,0
49675,7.9,574,29,49,91,71,66,103,57,68,29,11,45781,66216,19,5,48,31107,3.6
49676,14.5,1502,121,81,213,175,318,281,106,157,23,27,40896,53724,81,67,274,22809,15.6
49677,7.1,2843,296,237,460,425,410,549,268,144,42,12,35118,45332,223,72,587,17898,15.2
49679,6.5,540,16,32,58,95,137,120,48,25,9,0,42614,48631,25,28,86,17896,12.6
49680,13.8,745,79,52,57,89,172,176,60,44,12,4,43427,48665,42,25,161,17872,10.6
49682,5.1,1771,142,53,168,248,334,294,214,203,58,57,47126,67791,27,28,273,28403,14.2
49683,7.4,828,55,61,127,130,154,144,82,44,21,10,40921,51263,34,55,165,20751,14.2
49684,6.3,15776,836,712,1692,1740,2486,3216,1924,2175,531,464,52465,68595,405,338,1448,28750,5.5
49686,5.3,13654,680,776,1682,1652,1956,2730,1533,1513,526,606,50633,71427,439,295,1366,30989,7.8
49688,5,973,64,26,119,159,151,226,144,63,18,3,45240,52213,24,25,124,19987,8.1
49689,4.4,727,79,78,62,140,116,184,43,18,0,7,35662,41501,28,45,129,19874,15.6
49690,6.6,2359,66,30,176,181,348,461,398,374,192,133,70222,93201,60,27,91,37034,2.2
49701,10.6,480,10,45,83,70,56,108,38,39,8,23,42222,61647,5,3,38,28167,1.1
49705,10.4,339,46,15,42,51,68,43,26,39,0,9,40486,54326,28,8,104,17084,21.8
